D,strategy,mean_auc,std_auc,sample_aucs
1,Ethics,0.9957078454188903,0.00010829134046069961,"[np.float64(0.9957811110600098), np.float64(0.9955546108194993), np.float64(0.9955483306841598), np.float64(0.9958038509138541), np.float64(0.995794167201496), np.float64(0.9957800531237844), np.float64(0.995774810161443), np.float64(0.9957986209292932), np.float64(0.9957729253386344), np.float64(0.9957754825654529), np.float64(0.9955489719402776), np.float64(0.9957773362342662), np.float64(0.9955577119477261), np.float64(0.9957830322291459), np.float64(0.9955666661343144)]"
2,Ethics,0.999865150438047,2.4986594963592354e-05,"[np.float64(0.999914958562395), np.float64(0.9998719984416902), np.float64(0.9998874170944735), np.float64(0.9998398513687189), np.float64(0.9998278999005539), np.float64(0.9998642891152985), np.float64(0.9998841316414933), np.float64(0.9998521351461651), np.float64(0.9998795364211086), np.float64(0.9998408495961719), np.float64(0.9998508357634257), np.float64(0.9998242977152898), np.float64(0.9998796143060964), np.float64(0.999895183536523), np.float64(0.9998642579613033)]"
